Region	District	Commune	Fokontany
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Ampanataovana
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Ampiadiamanja
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Analamilona
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Antamotamo
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Bakaro
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Fihaonana
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Kelimafana
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Tankasina
ANALAMANGA	Andramasina	Mandrosoa	Ambika
ANALAMANGA	Andramasina	Mandrosoa	Andranovelona
ANALAMANGA	Andramasina	Mandrosoa	Antanetibe
ANALAMANGA	Andramasina	Mandrosoa	Antovotany
ANALAMANGA	Andramasina	Mandrosoa	Mandrosoa
ANALAMANGA	Andramasina	Mandrosoa	Manjambohitra
ANALAMANGA	Andramasina	Mandrosoa	Morarano
ANALAMANGA	Andramasina	Mandrosoa	Soalavitra
ANALAMANGA	Andramasina	Mandrosoa	Tsinjoarivo
ANALAMANGA	Andramasina	"Morarano Soa Firaisana"	Analamihaotra
ANALAMANGA	Andramasina	"Morarano Soa Firaisana"	Andohariana
ANALAMANGA	Andramasina	"Morarano Soa Firaisana"	Anosivola
ANALAMANGA	Andramasina	"Morarano Soa Firaisana"	Anovondriana
ANALAMANGA	Andramasina	"Morarano Soa Firaisana"	Kelilalina
ANALAMANGA	Andramasina	"Morarano Soa Firaisana"	"Morarano Soa Firaisana"
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Ambalamena
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Amboanjobe
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Ambohimanoa
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Ambohitromby
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Andrataninandro
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Anempoka
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Antsahamanitra
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Mahasoratra
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Manarintsoa
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	"Manjaka Ouest"
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Marirano
ANALAMANGA	Andramasina	"Sabotsy Ambohitromby"	Sabotsy
ANALAMANGA	Andramasina	"Sabotsy Manjakavahoaka"	Ambalabe
ANALAMANGA	Andramasina	"Sabotsy Manjakavahoaka"	Ambohimamory
ANALAMANGA	Andramasina	"Sabotsy Manjakavahoaka"	Ambohitrandriana
ANALAMANGA	Andramasina	"Sabotsy Manjakavahoaka"	Ampangabe
ANALAMANGA	Andramasina	"Sabotsy Manjakavahoaka"	Mananjara
ANALAMANGA	Andramasina	"Sabotsy Manjakavahoaka"	Mangabe
ANALAMANGA	Andramasina	"Sabotsy Manjakavahoaka"	Sabotsy
ANALAMANGA	Andramasina	"Sabotsy Manjakavahoaka"	Soavinimerina
ANALAMANGA	Andramasina	Tankafatra	"Ampangabe I"
ANALAMANGA	Andramasina	Tankafatra	"Ampangabe II"
ANALAMANGA	Andramasina	Tankafatra	Analandambo
ANALAMANGA	Andramasina	Tankafatra	Andranofankatia
ANALAMANGA	Andramasina	Tankafatra	Ankazotelo
ANALAMANGA	Andramasina	Tankafatra	"Tankafatra Centre"
ANALAMANGA	Andramasina	Tankafatra	"Tankafatra Nord"
ANALAMANGA	Andramasina	Tankafatra	"Tankafatra Sud"
ANALAMANGA	Anjozorobe	Alakamisy	Alakamisy
ANALAMANGA	Anjozorobe	Alakamisy	"Ambohibary Nord"
ANALAMANGA	Anjozorobe	Alakamisy	Analanakondro
ANALAMANGA	Anjozorobe	Alakamisy	Andranomadio
ANALAMANGA	Anjozorobe	Alakamisy	Ankazoandrano
ANALAMANGA	Anjozorobe	Alakamisy	Sokafana
ANALAMANGA	Anjozorobe	Ambatomanoina	Ambatomanoina
ANALAMANGA	Anjozorobe	Ambatomanoina	Ambatonosy
ANALAMANGA	Anjozorobe	Ambatomanoina	Ambodimanga
ANALAMANGA	Anjozorobe	Ambatomanoina	Ambohidrakitra
ANALAMANGA	Anjozorobe	Ambatomanoina	Amboniakondro
ANALAMANGA	Anjozorobe	Ambatomanoina	Ampananganana
ANALAMANGA	Anjozorobe	Ambatomanoina	Amparihibe
ANALAMANGA	Anjozorobe	Ambatomanoina	Andakana
ANALAMANGA	Anjozorobe	Ambatomanoina	Anosikely
ANALAMANGA	Anjozorobe	Ambatomanoina	Lohavondrona
ANALAMANGA	Anjozorobe	Ambatomanoina	Tsarahonenana
ANALAMANGA	Anjozorobe	"Amboasary Nord"	Ambatobe
ANALAMANGA	Anjozorobe	"Amboasary Nord"	"Amboasary Nord"
ANALAMANGA	Anjozorobe	"Amboasary Nord"	Ambohitsambo
ANALAMANGA	Anjozorobe	"Amboasary Nord"	Ambonindriana
ANALAMANGA	Anjozorobe	"Amboasary Nord"	Ampasika
ANALAMANGA	Anjozorobe	"Amboasary Nord"	Ankodondona
ANALAMANGA	Anjozorobe	"Amboasary Nord"	Antevamarina
ANALAMANGA	Anjozorobe	"Amboasary Nord"	Manakana
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	AmbatokeIy
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Ambatomitsangana
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Ambohibary
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Ambohidrivotra
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Ambohimasina
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Ambohitrampovoany
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Andavabary
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Andranomalama
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Andranomiantra
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Andrebakely
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Ankazongoaika
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Fanjanarivo
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Mahavelona
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Miadana
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Miarinkofeno
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Morafeno
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Morarano
ANALAMANGA	Anjozorobe	"Ambohibary Vohilena"	Vohitsara
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Ambatomitsangana
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Ambohitratsery
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Ambohitsaratany
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Amohimandroso
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Andranonahoatra
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Antanambao
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	"Antsevakely Nord"
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	"Antsevakely Sud"
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Betsifasika
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	"Fieferana Sud"
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Marovazaha
ANALAMANGA	Anjozorobe	"Ambohimarina Marovazaha"	Vohitrandriana
ANALAMANGA	Anjozorobe	Ambohimirary	Ambohimirary
ANALAMANGA	Anjozorobe	Ambohimirary	"Amboniakondro Est"
ANALAMANGA	Anjozorobe	Ambohimirary	"Antanetibe Antsakay"
ANALAMANGA	Anjozorobe	Ambohimirary	Beampombo
ANALAMANGA	Anjozorobe	Ambohimirary	Maherirano
ANALAMANGA	Anjozorobe	Ambohimirary	"Manakana Vohitraivo"
ANALAMANGA	Anjozorobe	Ambongamarina	Amboanonoka
ANALAMANGA	Anjozorobe	Ambongamarina	Ambohimiaramanana
ANALAMANGA	Anjozorobe	Ambongamarina	Ambohimijery
ANALAMANGA	Anjozorobe	Ambongamarina	Ambongabe
ANALAMANGA	Anjozorobe	Ambongamarina	Ambongamarina
ANALAMANGA	Anjozorobe	Ambongamarina	Ambonidriana
ANALAMANGA	Anjozorobe	Ambongamarina	Amborompotsy
ANALAMANGA	Anjozorobe	Ambongamarina	Ampamoha
ANALAMANGA	Anjozorobe	Ambongamarina	Amparihy
ANALAMANGA	Anjozorobe	Ambongamarina	Andreba
ANALAMANGA	Anjozorobe	Ambongamarina	Anosimanarivo
ANALAMANGA	Anjozorobe	Ambongamarina	Antanifotsy
ANALAMANGA	Anjozorobe	Ambongamarina	Bongatsara
ANALAMANGA	Anjozorobe	Amparatanjona	Ambato
ANALAMANGA	Anjozorobe	Amparatanjona	Ambohimanjaka
ANALAMANGA	Anjozorobe	Amparatanjona	"Amparatanjona Ambany"
ANALAMANGA	Anjozorobe	Amparatanjona	"Amparatanjona Ambony"
ANALAMANGA	Anjozorobe	Amparatanjona	Besorindrana
ANALAMANGA	Anjozorobe	Analaroa	Ambohibary
ANALAMANGA	Anjozorobe	Analaroa	Ambohimanganjafy
ANALAMANGA	Anjozorobe	Analaroa	Ambohitsimenaloha
ANALAMANGA	Anjozorobe	Analaroa	Analaroa
ANALAMANGA	Anjozorobe	Analaroa	Antananarivokely
ANALAMANGA	Anjozorobe	Analaroa	"Antoby Avaratra"
ANALAMANGA	Anjozorobe	Analaroa	Mahazina
ANALAMANGA	Anjozorobe	Analaroa	Tsivakiana
ANALAMANGA	Anjozorobe	Andranomisa	Ambavasambo
ANALAMANGA	Anjozorobe	Andranomisa	"Andranomisa Ambany"
ANALAMANGA	Anjozorobe	Andranomisa	Ankokaina
ANALAMANGA	Anjozorobe	Andranomisa	Antetezambanambo
ANALAMANGA	Anjozorobe	Andranomisa	Baiboka
ANALAMANGA	Anjozorobe	Andranomisa	Bemarenina
ANALAMANGA	Anjozorobe	Andranomisa	Tsaramandroso
ANALAMANGA	Anjozorobe	Androvakely	Ambatofotsy
ANALAMANGA	Anjozorobe	Androvakely	Andranonahoatra
ANALAMANGA	Anjozorobe	Androvakely	Androvakely
ANALAMANGA	Anjozorobe	Androvakely	Antovontany
ANALAMANGA	Anjozorobe	Androvakely	Beanana
ANALAMANGA	Anjozorobe	Androvakely	Bemandotra
ANALAMANGA	Anjozorobe	Androvakely	Fiadanana
ANALAMANGA	Anjozorobe	Androvakely	Miadamanjaka
ANALAMANGA	Anjozorobe	Anjozorobe	Amboasariniala
ANALAMANGA	Anjozorobe	Anjozorobe	Ambodifiakarana
ANALAMANGA	Anjozorobe	Anjozorobe	Ambodimanga
ANALAMANGA	Anjozorobe	Anjozorobe	Ambohibazoina
ANALAMANGA	Anjozorobe	Anjozorobe	Ambohibeloma
ANALAMANGA	Anjozorobe	Anjozorobe	Ambohimamory
ANALAMANGA	Anjozorobe	Anjozorobe	Ambohinierenana
ANALAMANGA	Anjozorobe	Anjozorobe	Ambohitsaratany
ANALAMANGA	Anjozorobe	Anjozorobe	Ampilanonana
ANALAMANGA	Anjozorobe	Anjozorobe	Andasiniboata
ANALAMANGA	Anjozorobe	Anjozorobe	Andranokotana
ANALAMANGA	Anjozorobe	Anjozorobe	Andranomay
ANALAMANGA	Anjozorobe	Anjozorobe	Anjozorobe
ANALAMANGA	Anjozorobe	Anjozorobe	Ankadivory
ANALAMANGA	Anjozorobe	Anjozorobe	Anosivola
ANALAMANGA	Anjozorobe	Anjozorobe	"Antsahabe Est"
ANALAMANGA	Anjozorobe	Anjozorobe	"Antsahabe Ouest"
ANALAMANGA	Anjozorobe	Anjozorobe	Antsorindrana
ANALAMANGA	Anjozorobe	Anjozorobe	Befieranana
ANALAMANGA	Anjozorobe	Anjozorobe	Beronono
ANALAMANGA	Anjozorobe	Anjozorobe	Fiarenana
ANALAMANGA	Anjozorobe	Anjozorobe	Kamanja
ANALAMANGA	Anjozorobe	Anjozorobe	Masakalina
ANALAMANGA	Anjozorobe	Anjozorobe	Miandrarivo
ANALAMANGA	Anjozorobe	Anjozorobe	Miarinarivo
ANALAMANGA	Anjozorobe	Anjozorobe	Morarano
ANALAMANGA	Anjozorobe	Anjozorobe	Tanambao
ANALAMANGA	Anjozorobe	Antanetibe	Ambatoasana
ANALAMANGA	Anjozorobe	Antanetibe	Ambohibarikely
ANALAMANGA	Anjozorobe	Antanetibe	Ambohijavona
ANALAMANGA	Anjozorobe	Antanetibe	Ambohimasina
ANALAMANGA	Anjozorobe	Antanetibe	Ambohimitsinjorano
ANALAMANGA	Anjozorobe	Antanetibe	Andranomadio
ANALAMANGA	Anjozorobe	Antanetibe	Andranovelona
ANALAMANGA	Anjozorobe	Antanetibe	Antanetibe
ANALAMANGA	Anjozorobe	Antanetibe	Imerimandroso
ANALAMANGA	Anjozorobe	Antanetibe	Mahatsinjo
ANALAMANGA	Anjozorobe	Antanetibe	Merinavaratra
ANALAMANGA	Anjozorobe	Belanitra	Antanetibe
ANALAMANGA	Anjozorobe	Belanitra	Belanitra
ANALAMANGA	Anjozorobe	Beronono	Ambodimadiro
ANALAMANGA	Anjozorobe	Beronono	Ambohitsitaitaika
ANALAMANGA	Anjozorobe	Beronono	Ambohitsoa
ANALAMANGA	Anjozorobe	Beronono	Amparihimaromaso
ANALAMANGA	Anjozorobe	Beronono	Antanetibe
ANALAMANGA	Anjozorobe	Beronono	Beronono
ANALAMANGA	Anjozorobe	Beronono	Fierenana
ANALAMANGA	Anjozorobe	Beronono	Miadanantsaha
ANALAMANGA	Anjozorobe	Betatao	Ambakohasina
ANALAMANGA	Anjozorobe	Betatao	Ambohimalaza
ANALAMANGA	Anjozorobe	Betatao	Ambohimiarina
ANALAMANGA	Anjozorobe	Betatao	Ambohinome
ANALAMANGA	Anjozorobe	Betatao	Analabe
ANALAMANGA	Anjozorobe	Betatao	Andohala
ANALAMANGA	Anjozorobe	Betatao	Beseva
ANALAMANGA	Anjozorobe	Betatao	Betatao
ANALAMANGA	Anjozorobe	Betatao	Fierenana
ANALAMANGA	Anjozorobe	Betatao	Mahalasitra
ANALAMANGA	Anjozorobe	Betatao	Mahatsara
ANALAMANGA	Anjozorobe	Betatao	Manankasina
ANALAMANGA	Anjozorobe	Betatao	Miakadaza
ANALAMANGA	Anjozorobe	Mangamila	Amboarakely
ANALAMANGA	Anjozorobe	Mangamila	Ambohimandroso
ANALAMANGA	Anjozorobe	Mangamila	Ambohitsaratany
ANALAMANGA	Anjozorobe	Mangamila	Ambohitsimiray
ANALAMANGA	Anjozorobe	Mangamila	Ampotaka
ANALAMANGA	Anjozorobe	Mangamila	Analabe
ANALAMANGA	Anjozorobe	Mangamila	Analavinidy
ANALAMANGA	Anjozorobe	Mangamila	Andromba
ANALAMANGA	Anjozorobe	Mangamila	Ankaifotsy
ANALAMANGA	Anjozorobe	Mangamila	Anosy
ANALAMANGA	Anjozorobe	Mangamila	Antanatanana
ANALAMANGA	Anjozorobe	Mangamila	Antatamokely
ANALAMANGA	Anjozorobe	Mangamila	Antoby
ANALAMANGA	Anjozorobe	Mangamila	Antsahafina
ANALAMANGA	Anjozorobe	Mangamila	"Isaonjo nord"
ANALAMANGA	Anjozorobe	Mangamila	Mangamila
ANALAMANGA	Anjozorobe	Mangamila	Marovato
ANALAMANGA	Anjozorobe	Mangamila	Miarinarivo
ANALAMANGA	Anjozorobe	Mangamila	Mioridrano
ANALAMANGA	Anjozorobe	Mangamila	Soavinarivo
ANALAMANGA	Anjozorobe	Mangamila	Tafaina
ANALAMANGA	Anjozorobe	Marotsipoy	"Am bavasambo"
ANALAMANGA	Anjozorobe	Marotsipoy	Ambohitrimarofotsy
ANALAMANGA	Anjozorobe	Marotsipoy	Mangarivotra
ANALAMANGA	Anjozorobe	Marotsipoy	Marotsipoy
ANALAMANGA	Anjozorobe	"Tsarasaotra Andona"	Ampatsikahitra
ANALAMANGA	Anjozorobe	"Tsarasaotra Andona"	Andanona
ANALAMANGA	Anjozorobe	"Tsarasaotra Andona"	Antanetibe
ANALAMANGA	Anjozorobe	"Tsarasaotra Andona"	Antetezana
ANALAMANGA	Anjozorobe	"Tsarasaotra Andona"	"Morarano Sud"
ANALAMANGA	Anjozorobe	"Tsarasaotra Andona"	Tsarasaotra
ANALAMANGA	Anjozorobe	"Tsarasaotra Andona"	Vodivato
ANALAMANGA	Ankazobe	Ambohitromby	Amboanjobe
ANALAMANGA	Ankazobe	Ambohitromby	Ambohibary
ANALAMANGA	Ankazobe	Ambohitromby	Ambohidroa
ANALAMANGA	Ankazobe	Ambohitromby	Ambohimora
ANALAMANGA	Ankazobe	Ambohitromby	Ambohitromby
ANALAMANGA	Ankazobe	Ambohitromby	Andavakambohimanga
ANALAMANGA	Ankazobe	Ambohitromby	Avarabatovoajanahary
ANALAMANGA	Ankazobe	Ambohitromby	Fieferana
ANALAMANGA	Ankazobe	Ambohitromby	Firaisantsoa
ANALAMANGA	Ankazobe	Ambohitromby	Miantsoarivo
ANALAMANGA	Ankazobe	Ambohitromby	Sambaina
ANALAMANGA	Ankazobe	Ambohitromby	soavimbahoaka
ANALAMANGA	Ankazobe	Ambolotarakely	Ambolotarakely
ANALAMANGA	Ankazobe	Ambolotarakely	Ankorohoro
ANALAMANGA	Ankazobe	Ambolotarakely	Anosikely
ANALAMANGA	Ankazobe	Ambolotarakely	Maharidaza
ANALAMANGA	Ankazobe	Ambolotarakely	Manerinerina
ANALAMANGA	Ankazobe	Andranomiely	Ampirikely
ANALAMANGA	Ankazobe	Andranomiely	Analamirafy
ANALAMANGA	Ankazobe	Andranomiely	"Andranomiely Nord"
ANALAMANGA	Ankazobe	Andranomiely	"Andranomiely Sud"
ANALAMANGA	Ankazobe	Andranomiely	"Bevony Sud"
ANALAMANGA	Ankazobe	Andranomiely	Sambotsy
ANALAMANGA	Ankazobe	Ankazobe	Ambatomasina
ANALAMANGA	Ankazobe	Ankazobe	Ambatomitsangana
ANALAMANGA	Ankazobe	Ankazobe	Ambohimarina
ANALAMANGA	Ankazobe	Ankazobe	Ambohitrampovoany
ANALAMANGA	Ankazobe	Ankazobe	Ampahadiminy
ANALAMANGA	Ankazobe	Ankazobe	"Ankazobe I"
ANALAMANGA	Ankazobe	Ankazobe	"Ankazobe II"
ANALAMANGA	Ankazobe	Ankazobe	"Ankazobe III"
ANALAMANGA	Ankazobe	Ankazobe	"Antamboho Sud"
ANALAMANGA	Ankazobe	Ankazobe	"Antanetibe Soarano"
ANALAMANGA	Ankazobe	Ankazobe	Kiva
ANALAMANGA	Ankazobe	Ankazobe	Mandrosoa
ANALAMANGA	Ankazobe	Ankazobe	Tsimiamboholahy
ANALAMANGA	Ankazobe	Ankazobe	Tsisangaina
ANALAMANGA	Ankazobe	Ankazobe	"Voninahitrinitany I"
ANALAMANGA	Ankazobe	Ankazobe	"Voninahitrinitany II"
ANALAMANGA	Ankazobe	Antakavana	Ambatoharanana
ANALAMANGA	Ankazobe	Antakavana	Ambohimanoro
ANALAMANGA	Ankazobe	Antakavana	Ankazonaorina
ANALAMANGA	Ankazobe	Antakavana	"Anosikely Nord"
ANALAMANGA	Ankazobe	Antakavana	Antakavana
ANALAMANGA	Ankazobe	Antakavana	Antaniditra
ANALAMANGA	Ankazobe	Antakavana	Antongombato
ANALAMANGA	Ankazobe	Antakavana	Antotohazo
ANALAMANGA	Ankazobe	Antakavana	Mangabe
ANALAMANGA	Ankazobe	Antakavana	Maromandia
ANALAMANGA	Ankazobe	Antotohazo	Ambohimaniro
ANALAMANGA	Ankazobe	Antotohazo	Ankazonaorina
ANALAMANGA	Ankazobe	Antotohazo	Antongonibato
ANALAMANGA	Ankazobe	Antotohazo	Antotohazo
ANALAMANGA	Ankazobe	Antotohazo	Mangabe
ANALAMANGA	Ankazobe	Fiadanana	Ambararata
ANALAMANGA	Ankazobe	Fiadanana	Ambohimanarivo
ANALAMANGA	Ankazobe	Fiadanana	Ambohimasina
ANALAMANGA	Ankazobe	Fiadanana	Amparihikambana
ANALAMANGA	Ankazobe	Fiadanana	Androva
ANALAMANGA	Ankazobe	Fiadanana	Antsahandravolaina
ANALAMANGA	Ankazobe	Fiadanana	Fiadanana
ANALAMANGA	Ankazobe	Fiadanana	Soavimanjaka
ANALAMANGA	Ankazobe	Fiadanana	Soavimbahoaka
ANALAMANGA	Ankazobe	Fiadanana	Tsinjorano
ANALAMANGA	Ankazobe	Fihaonana	Ambohipihainana
ANALAMANGA	Ankazobe	Fihaonana	Ambohitraina
ANALAMANGA	Ankazobe	Fihaonana	Andranofotsifandrosoana
ANALAMANGA	Ankazobe	Fihaonana	Andranovelona
ANALAMANGA	Ankazobe	Fihaonana	Andriatsibibiarivony
ANALAMANGA	Ankazobe	Fihaonana	Antsampanimahazo
ANALAMANGA	Ankazobe	Fihaonana	Fihaonana
ANALAMANGA	Ankazobe	Fihaonana	Fokontsambo
ANALAMANGA	Ankazobe	Fihaonana	Lovasoa
ANALAMANGA	Ankazobe	Fihaonana	Madiokororoka
ANALAMANGA	Ankazobe	Fihaonana	"Manankasina fomami"
ANALAMANGA	Ankazobe	Fihaonana	Manantenasoa
ANALAMANGA	Ankazobe	Fihaonana	"Masindray Est"
ANALAMANGA	Ankazobe	Fihaonana	Sambatra
ANALAMANGA	Ankazobe	Fihaonana	Tsaramivondrona
ANALAMANGA	Ankazobe	Fihaonana	Tsimialona
ANALAMANGA	Ankazobe	Fihaonana	Tsimiamboholahy
ANALAMANGA	Ankazobe	Fihaonana	Tsitakondaza
ANALAMANGA	Ankazobe	Kiangara	Ambohimanjaka
ANALAMANGA	Ankazobe	Kiangara	Ambohimiadana
ANALAMANGA	Ankazobe	Kiangara	Ambohinaorina
ANALAMANGA	Ankazobe	Kiangara	Ambohitrolomahitsy
ANALAMANGA	Ankazobe	Kiangara	Andriamenakely
ANALAMANGA	Ankazobe	Kiangara	Antanandava
ANALAMANGA	Ankazobe	Kiangara	Antanetibe
ANALAMANGA	Ankazobe	Kiangara	Kiangara
ANALAMANGA	Ankazobe	Kiangara	Mandrarahody
ANALAMANGA	Ankazobe	Kiangara	Tsarahonenana
ANALAMANGA	Ankazobe	Kiangara	Tsiafahy
ANALAMANGA	Ankazobe	Kiangara	Tsiafindramaso
ANALAMANGA	Ankazobe	Mahavelona	Ambatotsarahorina
ANALAMANGA	Ankazobe	Mahavelona	"Ambohibe Firaisantsoa"
ANALAMANGA	Ankazobe	Mahavelona	Ambohimanantsoa
ANALAMANGA	Ankazobe	Mahavelona	Ambohitrimangalaza
ANALAMANGA	Ankazobe	Mahavelona	Andrenivatosoa
ANALAMANGA	Ankazobe	Mahavelona	Andrianondrana
ANALAMANGA	Ankazobe	Mahavelona	"Andrianony Manjaka"
ANALAMANGA	Ankazobe	Mahavelona	Anjezika
ANALAMANGA	Ankazobe	Mahavelona	Atolojanahary
ANALAMANGA	Ankazobe	Mahavelona	Fifanasoavana
ANALAMANGA	Ankazobe	Mahavelona	Manantenasoa
ANALAMANGA	Ankazobe	Mahavelona	Mandimbisoa
ANALAMANGA	Ankazobe	Mahavelona	Mandriambero
ANALAMANGA	Ankazobe	Mahavelona	Manirisoa
ANALAMANGA	Ankazobe	Mahavelona	Manjakazonirina
ANALAMANGA	Ankazobe	Mahavelona	Telomirefy
ANALAMANGA	Ankazobe	Mahavelona	Tsaratobisoa
ANALAMANGA	Ankazobe	Mahavelona	Tsiaverindoha
ANALAMANGA	Ankazobe	Mahavelona	Tsilokana
ANALAMANGA	Ankazobe	Mahavelona	Volaniray
ANALAMANGA	Ankazobe	Mangasoavina	Amberobe
ANALAMANGA	Ankazobe	Mangasoavina	Amboanjo
ANALAMANGA	Ankazobe	Mangasoavina	Ambohijafy
ANALAMANGA	Ankazobe	Mangasoavina	Ambohimasina
ANALAMANGA	Ankazobe	Mangasoavina	Mangasoavina
ANALAMANGA	Ankazobe	Mangasoavina	Sarodrivotra
ANALAMANGA	Ankazobe	Marondry	"Andriavato Masindray"
ANALAMANGA	Ankazobe	Marondry	Mariarano
ANALAMANGA	Ankazobe	Marondry	"Miarinarivo Sud"
ANALAMANGA	Ankazobe	Marondry	Morafeno
ANALAMANGA	Ankazobe	Marondry	Tsarahonenana
ANALAMANGA	Ankazobe	Marondry	Voninahitrinitany
ANALAMANGA	Ankazobe	Miantso	Andraiso
ANALAMANGA	Ankazobe	Miantso	Andrefambato
ANALAMANGA	Ankazobe	Miantso	Andriantaiara
ANALAMANGA	Ankazobe	Miantso	Antsampanimahazo
ANALAMANGA	Ankazobe	Miantso	Avaratrambato
ANALAMANGA	Ankazobe	Miantso	Fenosoa
ANALAMANGA	Ankazobe	Miantso	Mandriankeniheny
ANALAMANGA	Ankazobe	Miantso	Mandrosoarasaha
ANALAMANGA	Ankazobe	Miantso	"Miantso Lovasoa"
ANALAMANGA	Ankazobe	Miantso	Soavina
ANALAMANGA	Ankazobe	Miantso	Tafaina
ANALAMANGA	Ankazobe	Miantso	"Talata Avaradrano"
ANALAMANGA	Ankazobe	Talata-Angavo	Ambohimanarina
ANALAMANGA	Ankazobe	Talata-Angavo	"Androva Atsimo"
ANALAMANGA	Ankazobe	Talata-Angavo	Maharidaza
ANALAMANGA	Ankazobe	Talata-Angavo	Manontanitsiloza
ANALAMANGA	Ankazobe	Talata-Angavo	Talata-Angavo
ANALAMANGA	Ankazobe	Talata-Angavo	Tsaramasoandro
ANALAMANGA	Ankazobe	Tsaramasoandro	Ambolotarabe
ANALAMANGA	Ankazobe	Tsaramasoandro	Irindravato
ANALAMANGA	Ankazobe	Tsaramasoandro	Manerinerina
ANALAMANGA	Ankazobe	Tsaramasoandro	"Morarano Faliary"
ANALAMANGA	Ankazobe	Tsaramasoandro	Tsaramasoandro
ANALAMANGA	Ankazobe	Tsaramasoandro	Tsiazokararo
ANALAMANGA	Ankazobe	Tsaramasoandro	Tsinjorano
ANALAMANGA	"Antananarivo Atsimondrano"	"Alakamisy Fenoarivo"	Ambodivona
ANALAMANGA	"Antananarivo Atsimondrano"	"Alakamisy Fenoarivo"	Ambohimasina
ANALAMANGA	"Antananarivo Atsimondrano"	"Alakamisy Fenoarivo"	Ambohimiarina
ANALAMANGA	"Antananarivo Atsimondrano"	"Alakamisy Fenoarivo"	Ankadivory
ANALAMANGA	"Antananarivo Atsimondrano"	"Alakamisy Fenoarivo"	"Antanety II"
ANALAMANGA	"Antananarivo Atsimondrano"	"Alatsinainy Ambazaha"	Ambohimahamanina
ANALAMANGA	"Antananarivo Atsimondrano"	"Alatsinainy Ambazaha"	Anjanamanoro
ANALAMANGA	"Antananarivo Atsimondrano"	"Alatsinainy Ambazaha"	Ivatobe
ANALAMANGA	"Antananarivo Atsimondrano"	"Alatsinainy Ambazaha"	Morombato
ANALAMANGA	"Antananarivo Atsimondrano"	"Alatsinainy Ambazaha"	Soatsimeloka
ANALAMANGA	"Antananarivo Atsimondrano"	Ambalavao	Ambalavao
ANALAMANGA	"Antananarivo Atsimondrano"	Ambalavao	Ambohibarikely
ANALAMANGA	"Antananarivo Atsimondrano"	Ambalavao	Ambohibary
ANALAMANGA	"Antananarivo Atsimondrano"	Ambalavao	Ambohidahy
ANALAMANGA	"Antananarivo Atsimondrano"	Ambalavao	Ambohidavenona
ANALAMANGA	"Antananarivo Atsimondrano"	Ambalavao	Ambohimamory
ANALAMANGA	"Antananarivo Atsimondrano"	Ambalavao	Ambohitsilaizina
