"N°";"fokontany";"Kaomina";"Distrika";"Region";"Province"
"333";"Tsianaloka";"Andramy";"Morafenobe";"Melaky";"Mahajanga"
"334";"Soatana";"Andramy";"Morafenobe";"Melaky";"Mahajanga"
"335";"Ampany Bara";"Andramy";"Morafenobe";"Melaky";"Mahajanga"
"336";"Andramy";"Andramy";"Morafenobe";"Melaky";"Mahajanga"
"337";"Antranokoaky";"Andramy";"Morafenobe";"Melaky";"Mahajanga"
"338";"Ambodivoangy Nord";"Andranambolava";"Mananjary";"Vatovavy-Fitovinany";"Fianarantsoa"
"339";"Marohita";"Andranambolava";"Mananjary";"Vatovavy-Fitovinany";"Fianarantsoa"
"340";"Ambohimiarina I";"Andranambolava";"Mananjary";"Vatovavy-Fitovinany";"Fianarantsoa"
"341";"Ampitabe";"Andranambolava";"Mananjary";"Vatovavy-Fitovinany";"Fianarantsoa"
"342";"Marovany";"Andranambolava";"Mananjary";"Vatovavy-Fitovinany";"Fianarantsoa"
"343";"Menagisy";"Andranambolava";"Mananjary";"Vatovavy-Fitovinany";"Fianarantsoa"
"344";"Andranambolava";"Andranambolava";"Mananjary";"Vatovavy-Fitovinany";"Fianarantsoa"
"345";"Ambinany Sahatsanda";"Andranobolaha";"Tamatave-II";"Atsinanana";"Toamasina"
"346";"Andranobolaha";"Andranobolaha";"Tamatave-II";"Atsinanana";"Toamasina"
"347";"Manolantanana";"Andranobolaha";"Tamatave-II";"Atsinanana";"Toamasina"
"348";"Sandrantsoha";"Andranobolaha";"Tamatave-II";"Atsinanana";"Toamasina"
"349";"Ampitabe Iambovinany";"Andranobolaha";"Tamatave-II";"Atsinanana";"Toamasina"
"350";"Ampihamy";"Andranobory";\N;\N;\N
"351";"Anagnorasa";"Andranobory";\N;\N;\N
"352";"67ha Avaratra Andrefana";"1er Arrondissement";\N;\N;\N
"353";"67ha Avaratra Atsinanana";"1er Arrondissement";\N;\N;\N
"354";"Lalamby Sy Ny Manodidina";"1er Arrondissement";\N;\N;\N
"355";"Antohomadinika Atsimo";"1er Arrondissement";\N;\N;\N
"356";"Andavamamba Anjezika II";"1er Arrondissement";\N;\N;\N
"357";"Ampandrana Ankadivato";"1er Arrondissement";\N;\N;\N
"358";"Ankasina";"1er Arrondissement";\N;\N;\N
"359";"Antohomadinika Antsalovana Faa";"1er Arrondissement";\N;\N;\N
"360";"Andohatapenaka II";"1er Arrondissement";\N;\N;\N
"361";"Amparibe Ambohidahy Mahamasina";"1er Arrondissement";\N;\N;\N
"362";"Antetezanafovoany II";"1er Arrondissement";\N;\N;\N
"363";"Andranomanalina Afovoany";"1er Arrondissement";\N;\N;\N
"364";"Andranomanalina I";"1er Arrondissement";\N;\N;\N
"365";"Tsarahonenana";"Marondry";\N;\N;\N
"366";"Mariarano";"Marondry";\N;\N;\N
"367";"Morafeno";"Marondry";\N;\N;\N
"368";"Miarinarivo Sud";"Marondry";\N;\N;\N
"369";"Andriavato Masindray";"Marondry";\N;\N;\N
"370";"Voninahitrinitany";"Marondry";\N;\N;\N
"371";"Anivorano Est";"Maropaika";"Ivohibe";"Ihorombe";"Fianarantsoa"
"372";"Maroangaty";"Maropaika";"Ivohibe";"Ihorombe";"Fianarantsoa"
"373";"Iabofotaka";"Maropaika";"Ivohibe";"Ihorombe";"Fianarantsoa"
"374";"Maropaika";"Maropaika";"Ivohibe";"Ihorombe";"Fianarantsoa"
"375";"Marolaka";"Maropaika";"Ivohibe";"Ihorombe";"Fianarantsoa"
"376";"Tantalavalo";"Nosy Ambositra";\N;\N;\N
"377";"Ankatsankatsa Sud";"Nosy Ambositra";\N;\N;\N
"378";"Tanamanitsy";"Nosy Ambositra";\N;\N;\N
"379";"Nosy Ambositra";"Nosy Ambositra";\N;\N;\N
"380";"Soatanimbary";"Nosy Ambositra";\N;\N;\N
"381";"Bejangoa";"Nosy Ambositra";\N;\N;\N
"382";"Tsararivotra";"Nosy Varika";\N;\N;\N
"383";"Ambinany Sakaleona";"Nosy Varika";\N;\N;\N
"384";"Tanambao Berano";"Nosy Varika";\N;\N;\N
"385";"Andonaka I";"Nosy Varika";\N;\N;\N
"386";"Sahafary";"Nosy Varika";\N;\N;\N
"387";"Ifasina";"Nosy Varika";\N;\N;\N
"388";"Mahafitodika";"Nosy Varika";\N;\N;\N
"389";"Sahabe";"Nosy Varika";\N;\N;\N
"390";"Bebozaka";"Nosy Varika";\N;\N;\N
"391";"Amboangisoa";"Port Berge";\N;\N;\N
"392";"Mahasalama";"Port Berge";\N;\N;\N
"393";"Tsararivotra";"Port Berge";\N;\N;\N
"394";"Andohomby";"Port Berge";\N;\N;\N
"395";"Ambohimalaza";"Port Berge";\N;\N;\N
"396";"Manarimaevaloka";"Port Berge";\N;\N;\N
"397";"Ankorovaka";"Port Berge";\N;\N;\N
"398";"Andribavontsona";"Port Berge II";\N;\N;\N
"399";"Mahadera";"Port Berge II";\N;\N;\N
"400";"Ambovomamy";"Port Berge II";\N;\N;\N
"401";"Tsinjorano II";"Port Berge II";\N;\N;\N
"402";"Port Berge Taloha";"Port Berge II";\N;\N;\N
"403";"Besatramirina";"Port Berge II";\N;\N;\N
"404";"Anahidrano II";"Port Berge II";\N;\N;\N
"405";"Ampombibe I";"Port Berge II";\N;\N;\N
"406";"Ivato";"Sahamatevina";"Vatomandry";"Atsinanana";"Toamasina"
"407";"Sahavongo";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"408";"Andratanaomby";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"409";"Antilikambo";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"410";"Manamby";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"411";"Ambodirafia";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"412";"Sahambala";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"413";"Manamandrozana";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"414";"Ambalatenina";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"415";"Ambalakondro";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"416";"Andratambazaha";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"417";"Antenina";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"418";"Ambodiara";"Sahambala";"Tamatave-II";"Atsinanana";"Toamasina"
"419";"Bemahabo";"Sahambano";"Ihosy";"Ihorombe";"Fianarantsoa"
"420";"Andranomasy";"Sahambano";"Ihosy";"Ihorombe";"Fianarantsoa"
"421";"Ambatosia";"Sahambano";"Ihosy";"Ihorombe";"Fianarantsoa"
"422";"Andakana";"Sahambano";"Ihosy";"Ihorombe";"Fianarantsoa"
"423";"Ankadihambana";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"424";"Soarano Ambany";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"425";"Amboanemba";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"426";"Antsahafohy";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"427";"Marovohitra";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"428";"Ankazobe";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"429";"Nanganehana";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"430";"Antombotokana";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"431";"Sambaina Ambany";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"432";"Sambaina Ambony";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"433";"Ambatomafana";"Sambaina";"Manjakandriana";"Analamanga";"Antananarivo"
"434";"Ambolokohy";"Sampona";"Amboasary-Sud";"Anosy";"Toliara"
"435";"Mandrapasy Centre";"Sampona";"Amboasary-Sud";"Anosy";"Toliara"
"436";"Elanja Centre";"Sampona";"Amboasary-Sud";"Anosy";"Toliara"
"437";"Mandrapasy Amborignabo";"Sampona";"Amboasary-Sud";"Anosy";"Toliara"
"438";"Elanja Androandria";"Sampona";"Amboasary-Sud";"Anosy";"Toliara"
"439";"Ambalasoaray";"Sandrandahy";"Fandriana";"Amoron'i Mania";"Fianarantsoa"
"440";"Zafindriantsambo II";"Sandrandahy";"Fandriana";"Amoron'i Mania";"Fianarantsoa"
"441";"Zafindriamahatsiahy";"Sandrandahy";"Fandriana";"Amoron'i Mania";"Fianarantsoa"
"442";"Nandriana";"Sandrandahy";"Fandriana";"Amoron'i Mania";"Fianarantsoa"
"443";"Anjoma";"Sandrandahy";"Fandriana";"Amoron'i Mania";"Fianarantsoa"
"444";"Ambohimanarivo";"Sandrandahy";"Fandriana";"Amoron'i Mania";"Fianarantsoa"
"445";"Fiadanana";"Sandrandahy";"Fandriana";"Amoron'i Mania";"Fianarantsoa"
"446";"Ankafotra";"Sandrandahy";"Fandriana";"Amoron'i Mania";"Fianarantsoa"
"447";"Befasy";"Sandravinany";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"448";"Fenoarivo";"Sandravinany";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"449";"Mahavoriky";"Sandravinany";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"450";"Sandravinany II";"Sandravinany";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"451";"Sandravinany I";"Sandravinany";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"452";"Tsihary";"Sandravinany";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"453";"Ambalona";"Sandrohy";"Mananjary";"Vatovavy-Fitovinany";"Fianarantsoa"
"454";"Ambatobe";"Andranobory";\N;\N;\N
"455";"Ampasindava Marosivaky";"Andranobory";\N;\N;\N
"456";"Andranobory Centre";"Andranobory";\N;\N;\N
"457";"Andranobory I";"Andranobory";\N;\N;\N
"458";"Andemby";"Andranobory";\N;\N;\N
"459";"Ankazomalany";"Andranobory";\N;\N;\N
"460";"Andoharano";"Andranobory";\N;\N;\N
"461";"Belay";"Andranobory";\N;\N;\N
"462";"Morafeno Sud";"Andranobory";\N;\N;\N
"463";"Andranofanjava";"Andranofanjava";"Antsiranana-II";"DIANA";"Antsiranana"
"464";"Ironona";"Andranofanjava";"Antsiranana-II";"DIANA";"Antsiranana"
"465";"Antsahafabe";"Andranofanjava";"Antsiranana-II";"DIANA";"Antsiranana"
"466";"Ankiabe";"Andranofanjava";"Antsiranana-II";"DIANA";"Antsiranana"
"467";"Manondro";"Andranofanjava";"Antsiranana-II";"DIANA";"Antsiranana"
"468";"Bemanevikabe";"Andranofanjava";"Antsiranana-II";"DIANA";"Antsiranana"
"469";"Mahatazantsoa";"Andranofasika";"Ambato-Boeny";"Boeny";"Mahajanga"
"470";"Ambalambakisiny";"Andranofasika";"Ambato-Boeny";"Boeny";"Mahajanga"
"471";"Andranofasika";"Andranofasika";"Ambato-Boeny";"Boeny";"Mahajanga"
"472";"Bemailaka";"Andranofasika";"Ambato-Boeny";"Boeny";"Mahajanga"
"473";"Ambongamaranitra";"Andranofasika";"Ambato-Boeny";"Boeny";"Mahajanga"
"474";"Belalanda";"Andranofasika";"Ambato-Boeny";"Boeny";"Mahajanga"
"475";"Ambohimoko";"Andranofotsy";"Maroantsetra";"Analanjirofo";"Toamasina"
"476";"Ankazomandroko";"Andranofotsy";"Maroantsetra";"Analanjirofo";"Toamasina"
"477";"Antsangambato";"Andranofotsy";"Maroantsetra";"Analanjirofo";"Toamasina"
"478";"Ivato";"Andranofotsy";"Maroantsetra";"Analanjirofo";"Toamasina"
"479";"Ankazotrano";"Andranohinaly";\N;\N;\N
"480";"Ankiliberengy";"Andranohinaly";\N;\N;\N
"481";"Andranohinaly";"Andranohinaly";\N;\N;\N
"482";"Masiakampy";"Andranohinaly";\N;\N;\N
"483";"Antsakoamileka";"Andranohinaly";\N;\N;\N
"484";"Befoly Tsimiola";"Andranohinaly";\N;\N;\N
"485";"Ampamata";"Andranohinaly";\N;\N;\N
"486";"Mahasoa Analatelo";"Andranolalina";"Midongy";"Atsimo-Atsinanana";"Fianarantsoa"
"487";"Antanandava";"Andranolalina";"Midongy";"Atsimo-Atsinanana";"Fianarantsoa"
"488";"Ampatranila";"Andranolalina";"Midongy";"Atsimo-Atsinanana";"Fianarantsoa"
"489";"Haramanga";"Andranolalina";"Midongy";"Atsimo-Atsinanana";"Fianarantsoa"
"490";"Ampatramary";"Andranolalina";"Midongy";"Atsimo-Atsinanana";"Fianarantsoa"
"491";"Ambararata";"Andranolalina";"Midongy";"Atsimo-Atsinanana";"Fianarantsoa"
"492";"Andranolalina";"Andranolalina";"Midongy";"Atsimo-Atsinanana";"Fianarantsoa"
"493";"Ranotsara";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"494";"Vanaoky";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"495";"Ankilibory II";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"496";"Ambia Betsileo";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"497";"Iaborano";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"498";"Andranolava Betsileo";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"499";"Ankabokara";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"500";"Agnalatelo";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"501";"Ampandrabe II";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"502";"Lambonakandro I";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"503";"Berobontsy";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"504";"Andranovory Tanambao";"Andranolava";"Sakaraha";"Atsimo-Andrefana";"Toliara"
"505";"Ambatolahy Soaserana";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"505";"Ambatolahy Soaserana";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"506";"Bedo Maintirano";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"506";"Bedo Maintirano";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"507";"Mariany";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"507";"Mariany";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"508";"Andranomafana";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"508";"Andranomafana";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"509";"Morarano";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"509";"Morarano";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"510";"Mahazoarivo";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"510";"Mahazoarivo";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"511";"Tamotamo";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"511";"Tamotamo";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"512";"Ambatolahy Sarodrano";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"512";"Ambatolahy Sarodrano";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"513";"Ampilanonana";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"513";"Ampilanonana";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"514";"Hiambanony";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"514";"Hiambanony";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"515";"Manataokafa";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"515";"Manataokafa";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"516";"Tsarazafy";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"516";"Tsarazafy";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"517";"Anjazafotsy";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"517";"Anjazafotsy";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"518";"Andranomafana";"Andranomafana";"Betafo";"Vakinankaratra";"Antananarivo"
"518";"Andranomafana";"Andranomafana";"Ankazoabo";"Atsimo-Andrefana";"Toliara"
"519";"Andranomamy";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"520";"Antsohikely";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"521";"Maizimazava";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"522";"Antsakoamilaika";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"523";"Ambohitromby";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"524";"Miarinarivo";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"525";"Ankaraobato";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"526";"Andranovaky";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"527";"Tsinjorano I";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"528";"Ambohimanatrika";"Andranomamy";"Ambato-Boeny";"Boeny";"Mahajanga"
"529";"Fandrindrano Manaovasoa";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"530";"Ambolotsararano";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"531";"Morarano";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"532";"Andranomanelatra";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"533";"Miarinarivo Bemololo";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"534";"Tsaravavaka";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"535";"Fiadanana";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"536";"Tsarazazamandimby";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"537";"Anosimboahangy";"Andranomanelatra";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"538";"Ambario";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"539";"Andoharano";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"540";"Fenoambony";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"541";"Bevaro Bas";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"542";"Kiliarivo";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"543";"Andranomangatsiaka";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"544";"Befotaka";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"545";"Mitsinjo";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"546";"Fenoanivo";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"547";"Manantsa";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"548";"Tanambao II";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"549";"Mibay";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"550";"Besatra";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"551";"Analamanitsy";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"552";"Mahabo Sud";"Andranomangatsiaka";"Betioky-Sud";"Atsimo-Andrefana";"Toliara"
"553";"Andoharano";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"554";"Amboloando";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"555";"Andranomavo";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"556";"Ambanjabe";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"557";"Ambalamanga";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"558";"Komihevitsy";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"559";"Andrafiabe";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"560";"Soromaray";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"561";"Andrafiamajera";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"562";"Tsaboahitsy";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"563";"Antsirabe";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"564";"Ankazomborona";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"565";"Ambonara";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"566";"Ambodifano";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"567";"Behena";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"568";"Amboromihanto";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"569";"Befatika";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"570";"Tsarabanja";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"571";"Vilanandro";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"572";"Namoroka";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"573";"Andranomavo";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"574";"Ambohinihaonana";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"575";"Ambalatany";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"576";"Antapadrano";"Andranomavo";"Soalala";"Boeny";"Mahajanga"
"577";"Maroandambana";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"578";"Anjialava";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"579";"Marovitsika Bas";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"580";"Andranomeva";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"581";"Ambohimandrirana";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"582";"Andranotsiritra";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"583";"Tsaratanana II";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"584";"Maroaboaly";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"585";"Ampondrabe";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"586";"Marovitsika Haut";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"587";"Angirony";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"588";"Ambalamaivanaty";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"589";"Ambiahely";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"590";"Anahidrano I";"Andranomeva";"Boriziny";"Sofia";"Mahajanga"
"591";"Ambohitraivo";"Andranomiady";"Faratsiho";"Vakinankaratra";"Antananarivo"
"592";"Ambohitratsimo";"Andranomiady";"Faratsiho";"Vakinankaratra";"Antananarivo"
"593";"Andranomiady";"Andranomiady";"Faratsiho";"Vakinankaratra";"Antananarivo"
"594";"Ambatoatsipy";"Andranomiady";"Faratsiho";"Vakinankaratra";"Antananarivo"
"595";"Ambatonilaisoa";"Andranomiady";"Faratsiho";"Vakinankaratra";"Antananarivo"
"596";"Marokona II";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"597";"Soanierana";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"598";"Andreana Vohibato";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"599";"Tanitsihomehy";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"600";"Manatenasoa I";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"601";"Ikongo Ouest";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"602";"Vohibato Seranana";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"603";"Antarambiby";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"604";"Marokona I";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"605";"Manatenasoa II";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"606";"Ranomena";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"607";"Marokona IIi";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"608";"Mamarina Tsileondahy";"Andranomiditra";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"609";"Tsianihy";"Andranopasy";"Manja";"Menabe";"Toliara"
"610";"Ankoba";"Andranopasy";"Manja";"Menabe";"Toliara"
"611";"Andranopasy I";"Andranopasy";"Manja";"Menabe";"Toliara"
"612";"Ambatobe";"Andranopasy";"Manja";"Menabe";"Toliara"
"613";"Nosibe";"Andranopasy";"Manja";"Menabe";"Toliara"
"614";"Befamonty";"Andranopasy";"Manja";"Menabe";"Toliara"
"615";"Antaly";"Andranopasy";"Manja";"Menabe";"Toliara"
"616";"Andranopasy II";"Andranopasy";"Manja";"Menabe";"Toliara"
"617";"Nivakiambakoly";"Andranovao";"Maintirano";"Melaky";"Mahajanga"
"618";"Ankitara";"Andranovao";"Maintirano";"Melaky";"Mahajanga"
"619";"Andranovao";"Andranovao";"Maintirano";"Melaky";"Mahajanga"
"620";"Manapape";"Andranovao";"Maintirano";"Melaky";"Mahajanga"
"621";"Ambalamanga";"Andranovao";"Maintirano";"Melaky";"Mahajanga"
"622";"Morarano Ouest";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"623";"Antanetibe Ouest";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"624";"Andranodobo";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"625";"Avaratsena";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"626";"Ambodivona";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"627";"Sahanamalona";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"628";"Bemasoandro";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"629";"Andranovelona";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"630";"Andidy";"Andranovelona";"Ambatolampy";"Vakinankaratra";"Antananarivo"
"631";"Antsisikala";"Andranovondronina";"Antsiranana-II";"DIANA";"Antsiranana"
"632";"Izengitry";"Andranovondronina";"Antsiranana-II";"DIANA";"Antsiranana"
"633";"Andranovondronina";"Andranovondronina";"Antsiranana-II";"DIANA";"Antsiranana"
"634";"Bedarabe";"Andranovondronina";"Antsiranana-II";"DIANA";"Antsiranana"
"635";"Andohazompona";"Andranovondronina";"Antsiranana-II";"DIANA";"Antsiranana"
"636";"Vohilava";"Andranovondronina";"Antsiranana-II";"DIANA";"Antsiranana"
"637";"Anjiabe";"Andranovondronina";"Antsiranana-II";"DIANA";"Antsiranana"
"638";"Ambodiranomaitso";"Andranovorivato";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"639";"Ambohibolamena";"Andranovorivato";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"640";"Sangasanga";"Andranovorivato";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"641";"Ankaritsinanana";"Andranovorivato";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
"642";"Sahavanana";"Andranovorivato";"Vohibato";"Haute Matsiatra";"Fianarantsoa"
